[?1034hType                                  Module                      Label             Process   
trigger::TriggerFilterObjectWithRefs   "hltTrk50Filter"            ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltTwoPromptHLTL3DisplacedDijetFullTracksHLTCaloJetTagFilter"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltTwoPromptHLTL3DisplacedDijetFullTracksHLTCaloJetTagFilterLowPt"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltUpsilonMuonL3Filtered"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltUpsilonMuonMuonL3Filtered"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltVBFCaloJetEtaSortedMqq150Deta1p5"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltVBFFilterDisplacedJets"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltVBFFilterDisplacedJetsTight"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltVBFPFJetCSVSortedMqq200Detaqq1p2"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltVBFPFJetCSVSortedMqq240Detaqq2p0"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltVBFPFJetCSVSortedMqq460Detaqq4p1"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltVBFPFJetCSVSortedMqq500Detaqq4p6"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltVertexmumuFilterJpsiMuon"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltVertexmumuFilterJpsiMuonMuon"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltVertexmumuFilterUpsilonMuon"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltVertexmumuFilterUpsilonMuonMuon"   ""                "HLT"     
BXVector<l1t::CaloEmCand>             "simRctUpgradeFormatDigis"   ""                "TEST"    
BXVector<l1t::CaloRegion>             "simRctUpgradeFormatDigis"   ""                "TEST"    
BXVector<l1t::CaloSpare>              "simCaloStage1Digis"        "HFBitCounts"     "TEST"    
BXVector<l1t::CaloSpare>              "simCaloStage1FinalDigis"   "HFBitCounts"     "TEST"    
BXVector<l1t::CaloSpare>              "simCaloStage1Digis"        "HFRingSums"      "TEST"    
BXVector<l1t::CaloSpare>              "simCaloStage1FinalDigis"   "HFRingSums"      "TEST"    
BXVector<l1t::EGamma>                 "simCaloStage1Digis"        ""                "TEST"    
BXVector<l1t::EGamma>                 "simCaloStage1FinalDigis"   ""                "TEST"    
BXVector<l1t::EtSum>                  "simCaloStage1Digis"        ""                "TEST"    
BXVector<l1t::EtSum>                  "simCaloStage1FinalDigis"   ""                "TEST"    
BXVector<l1t::Jet>                    "simCaloStage1Digis"        ""                "TEST"    
BXVector<l1t::Jet>                    "simCaloStage1FinalDigis"   ""                "TEST"    
BXVector<l1t::Jet>                    "simCaloStage1Digis"        "preGtJets"       "TEST"    
BXVector<l1t::Jet>                    "simCaloStage1FinalDigis"   "preGtJets"       "TEST"    
BXVector<l1t::Tau>                    "simCaloStage1Digis"        "isoTaus"         "TEST"    
BXVector<l1t::Tau>                    "simCaloStage1FinalDigis"   "isoTaus"         "TEST"    
BXVector<l1t::Tau>                    "simCaloStage1Digis"        "rlxTaus"         "TEST"    
BXVector<l1t::Tau>                    "simCaloStage1FinalDigis"   "rlxTaus"         "TEST"    
CSCTriggerContainer<csctf::TrackStub>    "csctfReEmulTrackDigis"     ""                "TEST"    
CSCTriggerContainer<csctf::TrackStub>    "csctfDigis"                "DT"              "TEST"    
EBDigiCollection                      "ecalDigis"                 "ebDigis"         "TEST"    
EBDigiCollection                      "hltEcalDigis"              "ebDigis"         "TEST"    
EEDigiCollection                      "ecalDigis"                 "eeDigis"         "TEST"    
EEDigiCollection                      "hltEcalDigis"              "eeDigis"         "TEST"    
ESDigiCollection                      "ecalPreshowerDigis"        ""                "TEST"    
ESDigiCollection                      "hltEcalPreshowerDigis"     ""                "TEST"    
HcalDataFrameContainer<QIE10DataFrame>    "hcalDigis"                 ""                "TEST"    
HcalDataFrameContainer<QIE10DataFrame>    "hltHcalDigis"              ""                "TEST"    
HcalUnpackerReport                    "castorDigis"               ""                "TEST"    
HcalUnpackerReport                    "hcalDigis"                 ""                "TEST"    
HcalUnpackerReport                    "hltHcalDigis"              ""                "TEST"    
L1GlobalTriggerEvmReadoutRecord       "gtEvmDigis"                ""                "TEST"    
L1GlobalTriggerEvmReadoutRecord       "simGtDigis"                ""                "TEST"    
L1GlobalTriggerObjectMapRecord        "hltL1GtObjectMap"          ""                "TEST"    
L1GlobalTriggerObjectMapRecord        "simGtDigis"                ""                "TEST"    
L1GlobalTriggerReadoutRecord          "gtDigis"                   ""                "TEST"    
L1GlobalTriggerReadoutRecord          "simGtDigis"                ""                "TEST"    
L1MuDTChambPhContainer                "dttfDigis"                 ""                "TEST"    
L1MuDTChambThContainer                "dttfDigis"                 ""                "TEST"    
L1MuDTTrackContainer                  "dttfDigis"                 "DATA"            "TEST"    
L1MuDTTrackContainer                  "dttfReEmulDigis"           "DTTF"            "TEST"    
L1MuGMTReadoutCollection              "gmtReEmulDigis"            ""                "TEST"    
L1MuGMTReadoutCollection              "gtDigis"                   ""                "TEST"    
MuonDigiCollection<CSCDetId,CSCALCTDigi>    "cscReEmulTriggerPrimitiveDigis"   ""                "TEST"    
MuonDigiCollection<CSCDetId,CSCALCTDigi>    "hltMuonCSCDigis"           "MuonCSCALCTDigi"   "TEST"    
MuonDigiCollection<CSCDetId,CSCALCTDigi>    "muonCSCDigis"              "MuonCSCALCTDigi"   "TEST"    
MuonDigiCollection<CSCDetId,CSCCLCTDigi>    "cscReEmulTriggerPrimitiveDigis"   ""                "TEST"    
MuonDigiCollection<CSCDetId,CSCCLCTDigi>    "hltMuonCSCDigis"           "MuonCSCCLCTDigi"   "TEST"    
MuonDigiCollection<CSCDetId,CSCCLCTDigi>    "muonCSCDigis"              "MuonCSCCLCTDigi"   "TEST"    
MuonDigiCollection<CSCDetId,CSCComparatorDigi>    "hltMuonCSCDigis"           "MuonCSCComparatorDigi"   "TEST"    
MuonDigiCollection<CSCDetId,CSCComparatorDigi>    "muonCSCDigis"              "MuonCSCComparatorDigi"   "TEST"    
MuonDigiCollection<CSCDetId,CSCCorrelatedLCTDigi>    "cscReEmulTriggerPrimitiveDigis"   ""                "TEST"    
MuonDigiCollection<CSCDetId,CSCCorrelatedLCTDigi>    "csctfDigis"                ""                "TEST"    
MuonDigiCollection<CSCDetId,CSCCorrelatedLCTDigi>    "cscReEmulTriggerPrimitiveDigis"   "MPCSORTED"       "TEST"    
MuonDigiCollection<CSCDetId,CSCCorrelatedLCTDigi>    "hltMuonCSCDigis"           "MuonCSCCorrelatedLCTDigi"   "TEST"    
MuonDigiCollection<CSCDetId,CSCCorrelatedLCTDigi>    "muonCSCDigis"              "MuonCSCCorrelatedLCTDigi"   "TEST"    
MuonDigiCollection<CSCDetId,CSCDCCFormatStatusDigi>    "hltMuonCSCDigis"           "MuonCSCDCCFormatStatusDigi"   "TEST"    
MuonDigiCollection<CSCDetId,CSCDCCFormatStatusDigi>    "muonCSCDigis"              "MuonCSCDCCFormatStatusDigi"   "TEST"    
MuonDigiCollection<CSCDetId,CSCRPCDigi>    "hltMuonCSCDigis"           "MuonCSCRPCDigi"   "TEST"    
MuonDigiCollection<CSCDetId,CSCRPCDigi>    "muonCSCDigis"              "MuonCSCRPCDigi"   "TEST"    
MuonDigiCollection<CSCDetId,CSCStripDigi>    "hltMuonCSCDigis"           "MuonCSCStripDigi"   "TEST"    
MuonDigiCollection<CSCDetId,CSCStripDigi>    "muonCSCDigis"              "MuonCSCStripDigi"   "TEST"    
MuonDigiCollection<CSCDetId,CSCWireDigi>    "hltMuonCSCDigis"           "MuonCSCWireDigi"   "TEST"    
MuonDigiCollection<CSCDetId,CSCWireDigi>    "muonCSCDigis"              "MuonCSCWireDigi"   "TEST"    
MuonDigiCollection<CSCDetId,int>      "cscReEmulTriggerPrimitiveDigis"   ""                "TEST"    
MuonDigiCollection<DTChamberId,DTLocalTrigger>    "hltMuonDTDigis"            ""                "TEST"    
MuonDigiCollection<DTChamberId,DTLocalTrigger>    "muonDTDigis"               ""                "TEST"    
MuonDigiCollection<DTLayerId,DTDigi>    "hltMuonDTDigis"            ""                "TEST"    
MuonDigiCollection<DTLayerId,DTDigi>    "muonDTDigis"               ""                "TEST"    
MuonDigiCollection<RPCDetId,RPCDigi>    "hltMuonRPCDigis"           ""                "TEST"    
MuonDigiCollection<RPCDetId,RPCDigi>    "muonRPCDigis"              ""                "TEST"    
RPCRawDataCounts                      "hltMuonRPCDigis"           ""                "TEST"    
RPCRawDataCounts                      "muonRPCDigis"              ""                "TEST"    
SiStripEventSummary                   "siStripDigis"              ""                "TEST"    
double                                "hltFixedGridRhoFastjetAll"   ""                "TEST"    
double                                "hltFixedGridRhoFastjetAllCalo"   ""                "TEST"    
double                                "ak4GenJets"                "rho"             "TEST"    
double                                "ak4GenJetsNoNu"            "rho"             "TEST"    
double                                "hltAK4CaloJets"            "rho"             "TEST"    
double                                "hltAK4CaloJetsPF"          "rho"             "TEST"    
double                                "hltAK4Iter0TrackJets4Iter1"   "rho"             "TEST"    
double                                "hltAK4Iter1TrackJets4Iter2"   "rho"             "TEST"    
double                                "hltAK4PFJets"              "rho"             "TEST"    
double                                "ak4GenJets"                "sigma"           "TEST"    
double                                "ak4GenJetsNoNu"            "sigma"           "TEST"    
double                                "hltAK4CaloJets"            "sigma"           "TEST"    
double                                "hltAK4CaloJetsPF"          "sigma"           "TEST"    
double                                "hltAK4Iter0TrackJets4Iter1"   "sigma"           "TEST"    
double                                "hltAK4Iter1TrackJets4Iter2"   "sigma"           "TEST"    
double                                "hltAK4PFJets"              "sigma"           "TEST"    
edm::AssociationMap<edm::OneToMany<vector<L2MuonTrajectorySeed>,vector<L2MuonTrajectorySeed>,unsigned int> >    "hltL2Muons"                ""                "TEST"    
edm::AssociationMap<edm::OneToOne<vector<reco::Track>,vector<reco::Track>,unsigned int> >    "hltL2Muons"                ""                "TEST"    
edm::ContainerMask<edmNew::DetSetVector<SiPixelCluster> >    "hltIter1ClustersRefRemoval"   ""                "TEST"    
edm::ContainerMask<edmNew::DetSetVector<SiPixelCluster> >    "hltIter2ClustersRefRemoval"   ""                "TEST"    
edm::ContainerMask<edmNew::DetSetVector<SiStripCluster> >    "hltIter1ClustersRefRemoval"   ""                "TEST"    
edm::ContainerMask<edmNew::DetSetVector<SiStripCluster> >    "hltIter2ClustersRefRemoval"   ""                "TEST"    
edm::DetSetVector<PixelDigi>          "hltSiPixelDigis"           ""                "TEST"    
edm::DetSetVector<PixelDigi>          "siPixelDigis"              ""                "TEST"    
edm::DetSetVector<SiPixelRawDataError>    "siPixelDigis"              ""                "TEST"    
edm::DetSetVector<SiStripDigi>        "siStripDigis"              "ZeroSuppressed"   "TEST"    
edm::DetSetVector<SiStripRawDigi>     "siStripDigis"              "ProcessedRaw"    "TEST"    
edm::DetSetVector<SiStripRawDigi>     "siStripDigis"              "ScopeMode"       "TEST"    
edm::DetSetVector<SiStripRawDigi>     "siStripDigis"              "VirginRaw"       "TEST"    
edm::EDCollection<DetId>              "hltSiStripExcludedFEDListProducer"   ""                "TEST"    
edm::EDCollection<DetId>              "siPixelDigis"              ""                "TEST"    
edm::EDCollection<DetId>              "siStripDigis"              ""                "TEST"    
edm::EDCollection<DetId>              "siPixelDigis"              "UserErrorModules"   "TEST"    
edm::EDCollection<EBDetId>            "ecalDigis"                 "EcalIntegrityChIdErrors"   "TEST"    
edm::EDCollection<EBDetId>            "hltEcalDigis"              "EcalIntegrityChIdErrors"   "TEST"    
edm::EDCollection<EBDetId>            "ecalDigis"                 "EcalIntegrityGainErrors"   "TEST"    
edm::EDCollection<EBDetId>            "hltEcalDigis"              "EcalIntegrityGainErrors"   "TEST"    
edm::EDCollection<EBDetId>            "ecalDigis"                 "EcalIntegrityGainSwitchErrors"   "TEST"    
edm::EDCollection<EBDetId>            "hltEcalDigis"              "EcalIntegrityGainSwitchErrors"   "TEST"    
edm::EDCollection<EEDetId>            "ecalDigis"                 "EcalIntegrityChIdErrors"   "TEST"    
edm::EDCollection<EEDetId>            "hltEcalDigis"              "EcalIntegrityChIdErrors"   "TEST"    
edm::EDCollection<EEDetId>            "ecalDigis"                 "EcalIntegrityGainErrors"   "TEST"    
edm::EDCollection<EEDetId>            "hltEcalDigis"              "EcalIntegrityGainErrors"   "TEST"    
edm::EDCollection<EEDetId>            "ecalDigis"                 "EcalIntegrityGainSwitchErrors"   "TEST"    
edm::EDCollection<EEDetId>            "hltEcalDigis"              "EcalIntegrityGainSwitchErrors"   "TEST"    
edm::EDCollection<EcalElectronicsId>    "ecalDigis"                 "EcalIntegrityBlockSizeErrors"   "TEST"    
edm::EDCollection<EcalElectronicsId>    "hltEcalDigis"              "EcalIntegrityBlockSizeErrors"   "TEST"    
edm::EDCollection<EcalElectronicsId>    "ecalDigis"                 "EcalIntegrityMemBlockSizeErrors"   "TEST"    
edm::EDCollection<EcalElectronicsId>    "hltEcalDigis"              "EcalIntegrityMemBlockSizeErrors"   "TEST"    
edm::EDCollection<EcalElectronicsId>    "ecalDigis"                 "EcalIntegrityMemChIdErrors"   "TEST"    
edm::EDCollection<EcalElectronicsId>    "hltEcalDigis"              "EcalIntegrityMemChIdErrors"   "TEST"    
edm::EDCollection<EcalElectronicsId>    "ecalDigis"                 "EcalIntegrityMemGainErrors"   "TEST"    
edm::EDCollection<EcalElectronicsId>    "hltEcalDigis"              "EcalIntegrityMemGainErrors"   "TEST"    
edm::EDCollection<EcalElectronicsId>    "ecalDigis"                 "EcalIntegrityMemTtIdErrors"   "TEST"    
edm::EDCollection<EcalElectronicsId>    "hltEcalDigis"              "EcalIntegrityMemTtIdErrors"   "TEST"    
edm::EDCollection<EcalElectronicsId>    "ecalDigis"                 "EcalIntegrityTTIdErrors"   "TEST"    
edm::EDCollection<EcalElectronicsId>    "hltEcalDigis"              "EcalIntegrityTTIdErrors"   "TEST"    
edm::EDCollection<EcalElectronicsId>    "ecalDigis"                 "EcalIntegrityZSXtalIdErrors"   "TEST"    
edm::EDCollection<EcalElectronicsId>    "hltEcalDigis"              "EcalIntegrityZSXtalIdErrors"   "TEST"    
edm::OwnVector<TrackingRecHit,edm::ClonePolicy<TrackingRecHit> >    "hltIter0PFlowCtfWithMaterialTracks"   ""                "TEST"    
edm::OwnVector<TrackingRecHit,edm::ClonePolicy<TrackingRecHit> >    "hltIter0PFlowTrackSelectionHighPurity"   ""                "TEST"    
edm::OwnVector<TrackingRecHit,edm::ClonePolicy<TrackingRecHit> >    "hltIter1Merged"            ""                "TEST"    
edm::OwnVector<TrackingRecHit,edm::ClonePolicy<TrackingRecHit> >    "hltIter1PFlowCtfWithMaterialTracks"   ""                "TEST"    
edm::OwnVector<TrackingRecHit,edm::ClonePolicy<TrackingRecHit> >    "hltIter1PFlowTrackSelectionHighPurity"   ""                "TEST"    
edm::OwnVector<TrackingRecHit,edm::ClonePolicy<TrackingRecHit> >    "hltIter1PFlowTrackSelectionHighPurityLoose"   ""                "TEST"    
edm::OwnVector<TrackingRecHit,edm::ClonePolicy<TrackingRecHit> >    "hltIter1PFlowTrackSelectionHighPurityTight"   ""                "TEST"    
edm::OwnVector<TrackingRecHit,edm::ClonePolicy<TrackingRecHit> >    "hltIter2Merged"            ""                "TEST"    
edm::OwnVector<TrackingRecHit,edm::ClonePolicy<TrackingRecHit> >    "hltIter2PFlowCtfWithMaterialTracks"   ""                "TEST"    
edm::OwnVector<TrackingRecHit,edm::ClonePolicy<TrackingRecHit> >    "hltIter2PFlowTrackSelectionHighPurity"   ""                "TEST"    
edm::OwnVector<TrackingRecHit,edm::ClonePolicy<TrackingRecHit> >    "hltL2Muons"                ""                "TEST"    
edm::OwnVector<TrackingRecHit,edm::ClonePolicy<TrackingRecHit> >    "hltL3MuonsIOHit"           ""                "TEST"    
edm::OwnVector<TrackingRecHit,edm::ClonePolicy<TrackingRecHit> >    "hltL3MuonsOIHit"           ""                "TEST"    
edm::OwnVector<TrackingRecHit,edm::ClonePolicy<TrackingRecHit> >    "hltL3MuonsOIState"         ""                "TEST"    
edm::OwnVector<TrackingRecHit,edm::ClonePolicy<TrackingRecHit> >    "hltL3TkTracksFromL2"       ""                "TEST"    
edm::OwnVector<TrackingRecHit,edm::ClonePolicy<TrackingRecHit> >    "hltL3TkTracksFromL2IOHit"   ""                "TEST"    
edm::OwnVector<TrackingRecHit,edm::ClonePolicy<TrackingRecHit> >    "hltL3TkTracksFromL2OIHit"   ""                "TEST"    
edm::OwnVector<TrackingRecHit,edm::ClonePolicy<TrackingRecHit> >    "hltL3TkTracksFromL2OIState"   ""                "TEST"    
edm::OwnVector<TrackingRecHit,edm::ClonePolicy<TrackingRecHit> >    "hltL3TkTracksMergeStep1"   ""                "TEST"    
edm::OwnVector<TrackingRecHit,edm::ClonePolicy<TrackingRecHit> >    "hltPFMuonMerging"          ""                "TEST"    
edm::OwnVector<TrackingRecHit,edm::ClonePolicy<TrackingRecHit> >    "hltPixelTracks"            ""                "TEST"    
edm::OwnVector<TrackingRecHit,edm::ClonePolicy<TrackingRecHit> >    "hltL3MuonsIOHit"           "L2Seeded"        "TEST"    
edm::OwnVector<TrackingRecHit,edm::ClonePolicy<TrackingRecHit> >    "hltL3MuonsOIHit"           "L2Seeded"        "TEST"    
edm::OwnVector<TrackingRecHit,edm::ClonePolicy<TrackingRecHit> >    "hltL3MuonsOIState"         "L2Seeded"        "TEST"    
edm::PtrVector<reco::Candidate>       "genParticlesForJets"       ""                "TEST"    
edm::PtrVector<reco::Candidate>       "genParticlesForJetsNoNu"   ""                "TEST"    
edm::RangeMap<CSCDetId,edm::OwnVector<CSCRecHit2D,edm::ClonePolicy<CSCRecHit2D> >,edm::ClonePolicy<CSCRecHit2D> >    "hltCsc2DRecHits"           ""                "TEST"    
edm::RangeMap<CSCDetId,edm::OwnVector<CSCSegment,edm::ClonePolicy<CSCSegment> >,edm::ClonePolicy<CSCSegment> >    "hltCscSegments"            ""                "TEST"    
edm::RangeMap<DTChamberId,edm::OwnVector<DTRecSegment4D,edm::ClonePolicy<DTRecSegment4D> >,edm::ClonePolicy<DTRecSegment4D> >    "hltDt4DSegments"           ""                "TEST"    
edm::RangeMap<DTLayerId,edm::OwnVector<DTRecHit1DPair,edm::ClonePolicy<DTRecHit1DPair> >,edm::ClonePolicy<DTRecHit1DPair> >    "hltDt1DRecHits"            ""                "TEST"    
edm::RangeMap<RPCDetId,edm::OwnVector<RPCRecHit,edm::ClonePolicy<RPCRecHit> >,edm::ClonePolicy<RPCRecHit> >    "hltRpcRecHits"             ""                "TEST"    
edm::SortedCollection<CaloTower,edm::StrictWeakOrdering<CaloTower> >    "hltTowerMakerForAll"       ""                "TEST"    
edm::SortedCollection<CaloTower,edm::StrictWeakOrdering<CaloTower> >    "hltTowerMakerForPF"        ""                "TEST"    
edm::SortedCollection<CastorDataFrame,edm::StrictWeakOrdering<CastorDataFrame> >    "castorDigis"               ""                "TEST"    
edm::SortedCollection<CastorTriggerPrimitiveDigi,edm::StrictWeakOrdering<CastorTriggerPrimitiveDigi> >    "castorDigis"               ""                "TEST"    
edm::SortedCollection<EBSrFlag,edm::StrictWeakOrdering<EBSrFlag> >    "ecalDigis"                 ""                "TEST"    
edm::SortedCollection<EBSrFlag,edm::StrictWeakOrdering<EBSrFlag> >    "hltEcalDigis"              ""                "TEST"    
edm::SortedCollection<EESrFlag,edm::StrictWeakOrdering<EESrFlag> >    "ecalDigis"                 ""                "TEST"    
edm::SortedCollection<EESrFlag,edm::StrictWeakOrdering<EESrFlag> >    "hltEcalDigis"              ""                "TEST"    
edm::SortedCollection<ESDCCHeaderBlock,edm::StrictWeakOrdering<ESDCCHeaderBlock> >    "ecalPreshowerDigis"        ""                "TEST"    
edm::SortedCollection<ESDCCHeaderBlock,edm::StrictWeakOrdering<ESDCCHeaderBlock> >    "hltEcalPreshowerDigis"     ""                "TEST"    
edm::SortedCollection<ESKCHIPBlock,edm::StrictWeakOrdering<ESKCHIPBlock> >    "ecalPreshowerDigis"        ""                "TEST"    
edm::SortedCollection<ESKCHIPBlock,edm::StrictWeakOrdering<ESKCHIPBlock> >    "hltEcalPreshowerDigis"     ""                "TEST"    
edm::SortedCollection<EcalDCCHeaderBlock,edm::StrictWeakOrdering<EcalDCCHeaderBlock> >    "ecalDigis"                 ""                "TEST"    
edm::SortedCollection<EcalDCCHeaderBlock,edm::StrictWeakOrdering<EcalDCCHeaderBlock> >    "hltEcalDigis"              ""                "TEST"    
edm::SortedCollection<EcalPnDiodeDigi,edm::StrictWeakOrdering<EcalPnDiodeDigi> >    "ecalDigis"                 ""                "TEST"    
edm::SortedCollection<EcalPnDiodeDigi,edm::StrictWeakOrdering<EcalPnDiodeDigi> >    "hltEcalDigis"              ""                "TEST"    
edm::SortedCollection<EcalPseudoStripInputDigi,edm::StrictWeakOrdering<EcalPseudoStripInputDigi> >    "ecalDigis"                 "EcalPseudoStripInputs"   "TEST"    
edm::SortedCollection<EcalPseudoStripInputDigi,edm::StrictWeakOrdering<EcalPseudoStripInputDigi> >    "hltEcalDigis"              "EcalPseudoStripInputs"   "TEST"    
edm::SortedCollection<EcalRecHit,edm::StrictWeakOrdering<EcalRecHit> >    "hltEcalRecHit"             "EcalRecHitsEB"   "TEST"    
edm::SortedCollection<EcalRecHit,edm::StrictWeakOrdering<EcalRecHit> >    "hltEcalRecHit"             "EcalRecHitsEE"   "TEST"    
edm::SortedCollection<EcalRecHit,edm::StrictWeakOrdering<EcalRecHit> >    "hltEcalPreshowerRecHit"    "EcalRecHitsES"   "TEST"    
edm::SortedCollection<EcalTriggerPrimitiveDigi,edm::StrictWeakOrdering<EcalTriggerPrimitiveDigi> >    "ecalDigis"                 "EcalTriggerPrimitives"   "TEST"    
edm::SortedCollection<EcalTriggerPrimitiveDigi,edm::StrictWeakOrdering<EcalTriggerPrimitiveDigi> >    "hltEcalDigis"              "EcalTriggerPrimitives"   "TEST"    
edm::SortedCollection<EcalUncalibratedRecHit,edm::StrictWeakOrdering<EcalUncalibratedRecHit> >    "hltEcalUncalibRecHit"      "EcalUncalibRecHitsEB"   "TEST"    
edm::SortedCollection<EcalUncalibratedRecHit,edm::StrictWeakOrdering<EcalUncalibratedRecHit> >    "hltEcalUncalibRecHit"      "EcalUncalibRecHitsEE"   "TEST"    
edm::SortedCollection<HBHEDataFrame,edm::StrictWeakOrdering<HBHEDataFrame> >    "hcalDigis"                 ""                "TEST"    
edm::SortedCollection<HBHEDataFrame,edm::StrictWeakOrdering<HBHEDataFrame> >    "hltHcalDigis"              ""                "TEST"    
edm::SortedCollection<HBHERecHit,edm::StrictWeakOrdering<HBHERecHit> >    "hltHbhereco"               ""                "TEST"    
edm::SortedCollection<HFDataFrame,edm::StrictWeakOrdering<HFDataFrame> >    "hcalDigis"                 ""                "TEST"    
edm::SortedCollection<HFDataFrame,edm::StrictWeakOrdering<HFDataFrame> >    "hltHcalDigis"              ""                "TEST"    
edm::SortedCollection<HFRecHit,edm::StrictWeakOrdering<HFRecHit> >    "hltHfreco"                 ""                "TEST"    
edm::SortedCollection<HODataFrame,edm::StrictWeakOrdering<HODataFrame> >    "hcalDigis"                 ""                "TEST"    
edm::SortedCollection<HODataFrame,edm::StrictWeakOrdering<HODataFrame> >    "hltHcalDigis"              ""                "TEST"    
edm::SortedCollection<HORecHit,edm::StrictWeakOrdering<HORecHit> >    "hltHoreco"                 ""                "TEST"    
edm::SortedCollection<HOTriggerPrimitiveDigi,edm::StrictWeakOrdering<HOTriggerPrimitiveDigi> >    "hcalDigis"                 ""                "TEST"    
edm::SortedCollection<HOTriggerPrimitiveDigi,edm::StrictWeakOrdering<HOTriggerPrimitiveDigi> >    "hltHcalDigis"              ""                "TEST"    
edm::SortedCollection<HcalCalibDataFrame,edm::StrictWeakOrdering<HcalCalibDataFrame> >    "hcalDigis"                 ""                "TEST"    
edm::SortedCollection<HcalCalibDataFrame,edm::StrictWeakOrdering<HcalCalibDataFrame> >    "hltHcalDigis"              ""                "TEST"    
edm::SortedCollection<HcalTTPDigi,edm::StrictWeakOrdering<HcalTTPDigi> >    "castorDigis"               ""                "TEST"    
edm::SortedCollection<HcalTTPDigi,edm::StrictWeakOrdering<HcalTTPDigi> >    "hcalDigis"                 ""                "TEST"    
edm::SortedCollection<HcalTriggerPrimitiveDigi,edm::StrictWeakOrdering<HcalTriggerPrimitiveDigi> >    "hcalDigis"                 ""                "TEST"    
edm::SortedCollection<HcalTriggerPrimitiveDigi,edm::StrictWeakOrdering<HcalTriggerPrimitiveDigi> >    "hltHcalDigis"              ""                "TEST"    
edm::SortedCollection<HcalTriggerPrimitiveDigi,edm::StrictWeakOrdering<HcalTriggerPrimitiveDigi> >    "simHcalTriggerPrimitiveDigis"   ""                "TEST"    
edm::SortedCollection<ZDCDataFrame,edm::StrictWeakOrdering<ZDCDataFrame> >    "hcalDigis"                 ""                "TEST"    
edm::SortedCollection<ZDCDataFrame,edm::StrictWeakOrdering<ZDCDataFrame> >    "hltHcalDigis"              ""                "TEST"    
edm::TriggerResults                   "TriggerResults"            ""                "TEST"    
edm::ValueMap<float>                  "hltIter0PFlowTrackSelectionHighPurity"   "MVAVals"         "TEST"    
edm::ValueMap<float>                  "hltIter1Merged"            "MVAVals"         "TEST"    
edm::ValueMap<float>                  "hltIter1PFlowTrackSelectionHighPurity"   "MVAVals"         "TEST"    
edm::ValueMap<float>                  "hltIter1PFlowTrackSelectionHighPurityLoose"   "MVAVals"         "TEST"    
edm::ValueMap<float>                  "hltIter1PFlowTrackSelectionHighPurityTight"   "MVAVals"         "TEST"    
edm::ValueMap<float>                  "hltIter2Merged"            "MVAVals"         "TEST"    
edm::ValueMap<float>                  "hltIter2PFlowTrackSelectionHighPurity"   "MVAVals"         "TEST"    
edm::ValueMap<float>                  "hltL3TkTracksFromL2"       "MVAVals"         "TEST"    
edm::ValueMap<float>                  "hltL3TkTracksMergeStep1"   "MVAVals"         "TEST"    
edm::ValueMap<float>                  "hltPFMuonMerging"          "MVAVals"         "TEST"    
edm::ValueMap<reco::MuonTimeExtra>    "hltMuons"                  "combined"        "TEST"    
edm::ValueMap<reco::MuonTimeExtra>    "hltMuons"                  "csc"             "TEST"    
edm::ValueMap<reco::MuonTimeExtra>    "hltMuons"                  "dt"              "TEST"    
edmNew::DetSetVector<SiPixelCluster>    "hltSiPixelClusters"        ""                "TEST"    
edmNew::DetSetVector<SiPixelRecHit>    "hltSiPixelRecHits"         ""                "TEST"    
edmNew::DetSetVector<SiStripCluster>    "hltSiStripRawToClustersFacility"   ""                "TEST"    
reco::BeamSpot                        "hltOnlineBeamSpot"         ""                "TEST"    
pair<int,vector<L1CSCSPStatusDigi> >    "csctfDigis"                ""                "TEST"    
set<EBDetId>                          "hltEcalDetIdToBeRecovered"   "ebDetId"         "TEST"    
set<EEDetId>                          "hltEcalDetIdToBeRecovered"   "eeDetId"         "TEST"    
set<EcalScDetId>                      "hltEcalDetIdToBeRecovered"   "eeFE"            "TEST"    
set<EcalTrigTowerDetId>               "hltEcalDetIdToBeRecovered"   "ebFE"            "TEST"    
vector<BeamSpotOnline>                "hltScalersRawToDigi"       ""                "TEST"    
vector<BeamSpotOnline>                "scalersRawToDigi"          ""                "TEST"    
vector<DcsStatus>                     "hltScalersRawToDigi"       ""                "TEST"    
vector<DcsStatus>                     "scalersRawToDigi"          ""                "TEST"    
vector<L1AcceptBunchCrossing>         "hltScalersRawToDigi"       ""                "TEST"    
vector<L1AcceptBunchCrossing>         "scalersRawToDigi"          ""                "TEST"    
